RAEKE+LB (fixed),KSP+LB (fixed)
0.82780312,0.819219297
0.81594528,0.80721232
0.835557854,0.819289339
0.823639698,0.811731429
0.803259802,0.820331585
0.852343128,0.845799734
0.830382715,0.816181532
0.808385439,0.794358798
0.850914782,0.849600545
0.8085061,0.792987059
0.779027758,0.784124623
0.835784134,0.828337946
0.929911905,0.751018289
0.806110686,0.846887515
0.755366971,0.846547459
0.835145908,0.825614204
0.806204182,0.837177422
0.807318966,0.797060929
0.818277225,0.813395403
0.891183884,0.882898281
0.79276101,0.863503182
0.723322467,0.84237864
0.727998087,0.913913948
0.849773466,0.743519074
0.827393593,0.812082563
0.655926529,0.71930249
0.554553868,0.841864785
0.823612311,0.809874761
0.801108025,0.826958793
0.863654988,0.840379768
0.816129886,0.802666868
0.84389994,0.830757512
0.462014285,0.752436683
0.705342193,0.818768578
0.748507945,0.803722877
0.864964478,0.848675388
0.808369536,0.795603266
0.832971745,0.820014091
0.836598777,0.828093443
0.830558635,0.823264872
0.795952708,0.813870455
0.768883466,0.824613529
0.805896997,0.79454775
0.878241898,0.867187099
0.712369291,0.800618055
0.864519552,0.841903118
0.847274729,0.832967926
0.721287587,0.862322367
0.646703106,0.676433371
0.803166919,0.799666739
0.728202938,0.758386056
0.837627761,0.821179206
0.796948274,0.793605171
0.806753875,0.799725244
0.78746394,0.813207272
0.625405473,0.7748158
0.844464872,0.833181457
0.700158279,0.754932243
0.829707541,0.811918639
0.852058537,0.840629933
0.87721731,0.865256744
0.816076304,0.80217745
0.816956732,0.750904464
0.855627695,0.868771261
0.855933503,0.762651726
0.845673643,0.845673643
0.805331025,0.920216298
0.812089168,0.831718694
0.754358813,0.794670886
0.804949408,0.797118274
0.823056346,0.819380428
0.746037186,0.761116929
0.817719735,0.815299943
0.818279649,0.804358189
0.819649988,0.811735073
0.845939579,0.83757172
0.615146327,0.718084582
0.711053554,0.732009543
0.815130765,0.808275205
0.913944157,0.905935788
0.755600184,0.728887602
